group,subject,isi,hits,false_alarms,n_signal,n_noise,hit_rate,fa_rate,d_prime
US,PRO24csv:ay8r3o4ra68,1,5,53,5,89,1.0,0.5955056179775281,2.084617076367951
US,PRO24csv:ay8r3o4ra68,2,4,53,4,89,1.0,0.5955056179775281,2.084617076367951
US,PRO24csv:ay8r3o4ra68,3,3,53,4,89,0.75,0.5955056179775281,0.43275895252319174
US,PRO24csv:ay8r3o4ra68,4,4,53,5,89,0.8,0.5955056179775281,0.5998904359000243
US,PRO24csv:ay8r3o4ra68,8,5,53,6,89,0.8333333333333334,0.5955056179775281,0.7256907684288112
US,PRO24csv:ay8r3o4ra68,16,6,53,7,89,0.8571428571428571,0.5955056179775281,0.8258397262052515
US,PRO24csv:ay8r3o4ra68,32,0,53,4,89,0.0,0.5955056179775281,-2.5680786717137307
US,PRO24csv:ay8r3o4ra68,64,4,53,5,89,0.8,0.5955056179775281,0.5998904359000243
US,PRO24csv:aysx9z1pvyx,0,4,36,4,90,1.0,0.4,2.5796949771766404
US,PRO24csv:aysx9z1pvyx,1,4,36,4,90,1.0,0.4,2.5796949771766404
US,PRO24csv:aysx9z1pvyx,2,4,36,4,90,1.0,0.4,2.5796949771766404
US,PRO24csv:aysx9z1pvyx,3,5,36,6,90,0.8333333333333334,0.4,1.2207686692375008
US,PRO24csv:aysx9z1pvyx,4,3,36,4,90,0.75,0.4,0.9278368533318815
US,PRO24csv:aysx9z1pvyx,8,7,36,7,90,1.0,0.4,2.5796949771766404
US,PRO24csv:aysx9z1pvyx,16,5,36,6,90,0.8333333333333334,0.4,1.2207686692375008
US,PRO24csv:aysx9z1pvyx,32,3,36,4,90,0.75,0.4,0.9278368533318815
US,PRO24csv:aysx9z1pvyx,64,3,36,4,90,0.75,0.4,0.9278368533318815
US,PRO24csv:b2mppzrj693,0,5,31,5,90,1.0,0.34444444444444444,2.726711258575589
US,PRO24csv:b2mppzrj693,1,4,31,4,90,1.0,0.34444444444444444,2.726711258575589
US,PRO24csv:b2mppzrj693,2,6,31,6,90,1.0,0.34444444444444444,2.726711258575589
US,PRO24csv:b2mppzrj693,3,2,31,4,90,0.5,0.34444444444444444,0.4003633845347481
US,PRO24csv:b2mppzrj693,4,5,31,7,90,0.7142857142857143,0.34444444444444444,0.9663122064676113
US,PRO24csv:b2mppzrj693,8,3,31,4,90,0.75,0.34444444444444444,1.0748531347308299
US,PRO24csv:b2mppzrj693,16,3,31,5,90,0.6,0.34444444444444444,0.6537104876705478
US,PRO24csv:b2mppzrj693,32,4,31,4,90,1.0,0.34444444444444444,2.726711258575589
US,PRO24csv:b2mppzrj693,64,3,31,4,90,0.75,0.34444444444444444,1.0748531347308299
US,PRO24csv:b72a91jugg3,0,6,37,6,91,1.0,0.4065934065934066,2.5626647235014923
US,PRO24csv:b72a91jugg3,1,4,37,4,91,1.0,0.4065934065934066,2.5626647235014923
US,PRO24csv:b72a91jugg3,2,4,37,5,91,0.8,0.4065934065934066,1.0779380830335659
